domain_name,category_name,test_type,difficulty,question_text
Azure,DevOps,TECHNICAL,HARD,How do you implement blue-green deployments?
Azure,DevOps,TECHNICAL,HARD,What are the strategies for handling service limits?
Azure,DevOps,TECHNICAL,HARD,How would you implement compliance and governance?
Azure,DevOps,TECHNICAL,HARD,What are the best practices for serverless optimization?
Azure,DevOps,HR,EASY,Tell me about yourself and your Azure experience.
Azure,DevOps,HR,EASY,Why did you choose Azure?
Azure,DevOps,HR,EASY,What Azure services do you work with most?
Azure,DevOps,HR,EASY,How do you stay updated with Azure?
Azure,DevOps,HR,EASY,Describe an Azure project you worked on.
Azure,DevOps,HR,EASY,What challenges do you face with Azure?
Azure,DevOps,HR,EASY,What certifications do you have?
Azure,DevOps,HR,EASY,How do you approach learning Azure services?
Azure,DevOps,HR,EASY,What tools do you use with Azure?
Azure,DevOps,HR,EASY,What motivates you in DevOps?
Azure,DevOps,HR,MEDIUM,Describe a complex Azure architecture you designed.
Azure,DevOps,HR,MEDIUM,How do you handle cost optimization?
Azure,DevOps,HR,MEDIUM,Tell me about implementing CI/CD pipelines.
Azure,DevOps,HR,MEDIUM,How do you approach security in Azure?
Azure,DevOps,HR,MEDIUM,Describe your experience with ARM templates.
Azure,DevOps,HR,MEDIUM,How do you ensure high availability?
Azure,DevOps,HR,MEDIUM,Tell me about an Azure outage you handled.
Azure,DevOps,HR,MEDIUM,How do you manage multiple subscriptions?
Azure,DevOps,HR,MEDIUM,Describe implementing monitoring solutions.
Azure,DevOps,HR,MEDIUM,How do you handle disaster recovery?
Azure,DevOps,HR,MEDIUM,Tell me about working with AKS.
Azure,DevOps,HR,MEDIUM,How do you approach capacity planning?
Azure,DevOps,HR,MEDIUM,Describe troubleshooting complex issues.
Azure,DevOps,HR,MEDIUM,How do you collaborate with teams?
Azure,DevOps,HR,MEDIUM,Tell me about mentoring on Azure.
Azure,DevOps,HR,HARD,Describe architecting a multi-region system.
Azure,DevOps,HR,HARD,How would you migrate to Azure?
Azure,DevOps,HR,HARD,Tell me about resolving critical incidents.
Azure,DevOps,HR,HARD,How do you design for compliance?
Azure,DevOps,HR,HARD,Describe implementing FinOps practices.
Azure,DevOps,HR,HARD,How would you handle security breaches?
Azure,DevOps,HR,HARD,Tell me about establishing standards.
Azure,DevOps,HR,HARD,How do you handle change management?
Azure,DevOps,HR,HARD,Describe building platform engineering.
Azure,DevOps,HR,HARD,How would you lead DevOps transformation?
GCP,DevOps,TECHNICAL,EASY,What is Google Cloud Platform?
GCP,DevOps,TECHNICAL,EASY,What is Compute Engine?
GCP,DevOps,TECHNICAL,EASY,What is Cloud Storage?
GCP,DevOps,TECHNICAL,EASY,What is the difference between Cloud Storage classes?
GCP,DevOps,TECHNICAL,EASY,What is Cloud IAM?
GCP,DevOps,TECHNICAL,EASY,What is a GCP Project?
GCP,DevOps,TECHNICAL,EASY,What is Cloud SQL?
GCP,DevOps,TECHNICAL,EASY,What is Cloud Functions?
GCP,DevOps,TECHNICAL,EASY,What is App Engine?
GCP,DevOps,TECHNICAL,EASY,What is Cloud Deployment Manager?
GCP,DevOps,TECHNICAL,EASY,What is Cloud Build?
GCP,DevOps,TECHNICAL,EASY,What is Cloud Run?
GCP,DevOps,TECHNICAL,EASY,What is VPC in GCP?
GCP,DevOps,TECHNICAL,EASY,What is Cloud Monitoring?
GCP,DevOps,TECHNICAL,EASY,What is a GCP Region and Zone?
GCP,DevOps,TECHNICAL,MEDIUM,Explain GCP networking architecture.
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Load Balancing and its types?
GCP,DevOps,TECHNICAL,MEDIUM,What are firewall rules in GCP?
GCP,DevOps,TECHNICAL,MEDIUM,What is the difference between internal and external IPs?
GCP,DevOps,TECHNICAL,MEDIUM,What is Google Kubernetes Engine (GKE)?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Run vs Cloud Functions?
GCP,DevOps,TECHNICAL,MEDIUM,What is the difference between GKE and Cloud Run?
GCP,DevOps,TECHNICAL,MEDIUM,What is Secret Manager?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Pub/Sub?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Tasks?
GCP,DevOps,TECHNICAL,MEDIUM,What is BigQuery?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud CDN?
GCP,DevOps,TECHNICAL,MEDIUM,What is VPC peering and Shared VPC?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Armor?
GCP,DevOps,TECHNICAL,MEDIUM,What is Organization Policy?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Identity?
GCP,DevOps,TECHNICAL,MEDIUM,What is Terraform with GCP?
GCP,DevOps,TECHNICAL,MEDIUM,What is the difference between gcloud and gsutil?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Trace?
GCP,DevOps,TECHNICAL,MEDIUM,What is Cloud Profiler?
GCP,DevOps,TECHNICAL,HARD,Explain GCP global networking in detail.
GCP,DevOps,TECHNICAL,HARD,How would you design a highly available multi-region architecture?
GCP,DevOps,TECHNICAL,HARD,What are the best practices for GCP security?
GCP,DevOps,TECHNICAL,HARD,How do you implement disaster recovery in GCP?
GCP,DevOps,TECHNICAL,HARD,What are the strategies for cost optimization?
GCP,DevOps,TECHNICAL,HARD,How would you implement zero-downtime deployments?
GCP,DevOps,TECHNICAL,HARD,What is Google Cloud Foundation Toolkit?
GCP,DevOps,TECHNICAL,HARD,How do you implement infrastructure as code at scale?
GCP,DevOps,TECHNICAL,HARD,What are the strategies for managing multiple projects?
GCP,DevOps,TECHNICAL,HARD,How would you implement comprehensive monitoring?
GCP,DevOps,TECHNICAL,HARD,What are the best practices for GKE management?
GCP,DevOps,TECHNICAL,HARD,How do you implement blue-green deployments?
GCP,DevOps,TECHNICAL,HARD,What are the strategies for handling quota limits?
GCP,DevOps,TECHNICAL,HARD,How would you implement compliance and governance?
GCP,DevOps,TECHNICAL,HARD,What are the best practices for serverless optimization?
GCP,DevOps,HR,EASY,Tell me about yourself and your GCP experience.
GCP,DevOps,HR,EASY,Why did you choose GCP?
GCP,DevOps,HR,EASY,What GCP services do you work with most?
GCP,DevOps,HR,EASY,How do you stay updated with GCP?
GCP,DevOps,HR,EASY,Describe a GCP project you worked on.
GCP,DevOps,HR,EASY,What challenges do you face with GCP?
GCP,DevOps,HR,EASY,What certifications do you have?
GCP,DevOps,HR,EASY,How do you approach learning GCP services?
GCP,DevOps,HR,EASY,What tools do you use with GCP?
GCP,DevOps,HR,EASY,What motivates you in DevOps?
GCP,DevOps,HR,MEDIUM,Describe a complex GCP architecture you designed.
GCP,DevOps,HR,MEDIUM,How do you handle cost optimization?
GCP,DevOps,HR,MEDIUM,Tell me about implementing CI/CD pipelines.
GCP,DevOps,HR,MEDIUM,How do you approach security in GCP?
GCP,DevOps,HR,MEDIUM,Describe your experience with Terraform.
GCP,DevOps,HR,MEDIUM,How do you ensure high availability?
GCP,DevOps,HR,MEDIUM,Tell me about a GCP outage you handled.
GCP,DevOps,HR,MEDIUM,How do you manage multiple projects?
GCP,DevOps,HR,MEDIUM,Describe implementing monitoring solutions.
GCP,DevOps,HR,MEDIUM,How do you handle disaster recovery?
GCP,DevOps,HR,MEDIUM,Tell me about working with GKE.
GCP,DevOps,HR,MEDIUM,How do you approach capacity planning?
GCP,DevOps,HR,MEDIUM,Describe troubleshooting complex issues.
GCP,DevOps,HR,MEDIUM,How do you collaborate with teams?
GCP,DevOps,HR,MEDIUM,Tell me about mentoring on GCP.
GCP,DevOps,HR,HARD,Describe architecting a multi-region system.
GCP,DevOps,HR,HARD,How would you migrate to GCP?
GCP,DevOps,HR,HARD,Tell me about resolving critical incidents.
GCP,DevOps,HR,HARD,How do you design for compliance?
GCP,DevOps,HR,HARD,Describe implementing FinOps practices.
GCP,DevOps,HR,HARD,How would you handle security breaches?
GCP,DevOps,HR,HARD,Tell me about establishing standards.
GCP,DevOps,HR,HARD,How do you handle change management?
GCP,DevOps,HR,HARD,Describe building platform engineering.
GCP,DevOps,HR,HARD,How would you lead DevOps transformation?
Docker/K8s,DevOps,TECHNICAL,EASY,What is Docker?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a container?
Docker/K8s,DevOps,TECHNICAL,EASY,What is the difference between a container and a virtual machine?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Docker image?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Dockerfile?
Docker/K8s,DevOps,TECHNICAL,EASY,What is Docker Hub?
Docker/K8s,DevOps,TECHNICAL,EASY,What is Kubernetes?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Pod in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Node in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Namespace in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,EASY,What is kubectl?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Deployment in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,EASY,What is a Service in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,EASY,What is Docker Compose?
Docker/K8s,DevOps,TECHNICAL,EASY,What is container orchestration?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,Explain the Docker architecture and components.
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are Docker layers and how do they work?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is the difference between CMD and ENTRYPOINT?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are Docker volumes?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is Docker networking?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,Explain Kubernetes architecture.
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is the difference between Deployment and StatefulSet?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are ConfigMaps and Secrets?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is a ReplicaSet?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are the different types of Services in K8s?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is an Ingress controller?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are Persistent Volumes and Persistent Volume Claims?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is a DaemonSet?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is a Job and CronJob?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are resource limits and requests?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is a liveness probe and readiness probe?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is RBAC in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is Helm?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What are init containers?
Docker/K8s,DevOps,TECHNICAL,MEDIUM,What is a sidecar container pattern?
Docker/K8s,DevOps,TECHNICAL,HARD,How does the Kubernetes scheduler work?
Docker/K8s,DevOps,TECHNICAL,HARD,Explain Kubernetes networking model in detail.
Docker/K8s,DevOps,TECHNICAL,HARD,How would you optimize Docker image builds?
Docker/K8s,DevOps,TECHNICAL,HARD,What are the strategies for zero-downtime deployments?
Docker/K8s,DevOps,TECHNICAL,HARD,How do you implement auto-scaling in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,HARD,What are the best practices for K8s security?
Docker/K8s,DevOps,TECHNICAL,HARD,How would you implement multi-tenancy in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,HARD,What are custom resource definitions (CRDs)?
Docker/K8s,DevOps,TECHNICAL,HARD,How do operators work in Kubernetes?
Docker/K8s,DevOps,TECHNICAL,HARD,What are the strategies for managing stateful applications?
Docker/K8s,DevOps,TECHNICAL,HARD,How would you implement service mesh?
Docker/K8s,DevOps,TECHNICAL,HARD,What are the best practices for monitoring K8s?
Docker/K8s,DevOps,TECHNICAL,HARD,How do you implement disaster recovery for K8s?
Docker/K8s,DevOps,TECHNICAL,HARD,What are the strategies for cluster upgrades?
Docker/K8s,DevOps,TECHNICAL,HARD,How would you optimize K8s resource utilization?
Docker/K8s,DevOps,HR,EASY,Tell me about yourself and your Docker/K8s experience.
Docker/K8s,DevOps,HR,EASY,Why did you choose to work with containers?
Docker/K8s,DevOps,HR,EASY,What do you find most valuable about Kubernetes?
Docker/K8s,DevOps,HR,EASY,How do you stay updated with container technologies?
Docker/K8s,DevOps,HR,EASY,Describe a containerization project you worked on.
Docker/K8s,DevOps,HR,EASY,What challenges do you face with K8s?
Docker/K8s,DevOps,HR,EASY,What tools do you use with Docker and K8s?
Docker/K8s,DevOps,HR,EASY,How do you debug container issues?
Docker/K8s,DevOps,HR,EASY,What is your experience with Helm charts?
Docker/K8s,DevOps,HR,EASY,What motivates you in DevOps?
Docker/K8s,DevOps,HR,MEDIUM,Describe a complex K8s deployment you designed.
Docker/K8s,DevOps,HR,MEDIUM,How do you handle container security?
Docker/K8s,DevOps,HR,MEDIUM,Tell me about implementing CI/CD with containers.
Docker/K8s,DevOps,HR,MEDIUM,How do you approach K8s troubleshooting?
Docker/K8s,DevOps,HR,MEDIUM,Describe your experience with service mesh.
Docker/K8s,DevOps,HR,MEDIUM,How do you ensure high availability in K8s?
Docker/K8s,DevOps,HR,MEDIUM,Tell me about a K8s incident you resolved.
Docker/K8s,DevOps,HR,MEDIUM,How do you manage K8s cluster upgrades?
Docker/K8s,DevOps,HR,MEDIUM,Describe implementing monitoring for containers.
Docker/K8s,DevOps,HR,MEDIUM,How do you handle stateful applications?
Docker/K8s,DevOps,HR,MEDIUM,Tell me about optimizing container images.
Docker/K8s,DevOps,HR,MEDIUM,How do you approach namespace design?
Docker/K8s,DevOps,HR,MEDIUM,Describe handling persistent storage.
Docker/K8s,DevOps,HR,MEDIUM,How do you collaborate with development teams?
Docker/K8s,DevOps,HR,MEDIUM,Tell me about mentoring on K8s.
Docker/K8s,DevOps,HR,HARD,Describe architecting a multi-cluster K8s system.
Docker/K8s,DevOps,HR,HARD,How would you migrate applications to containers?
Docker/K8s,DevOps,HR,HARD,Tell me about resolving critical K8s failures.
Docker/K8s,DevOps,HR,HARD,How do you design for disaster recovery?
Docker/K8s,DevOps,HR,HARD,Describe implementing GitOps practices.
Docker/K8s,DevOps,HR,HARD,How would you handle K8s security breaches?
Docker/K8s,DevOps,HR,HARD,Tell me about establishing K8s standards.
Docker/K8s,DevOps,HR,HARD,How do you handle capacity planning?
Docker/K8s,DevOps,HR,HARD,Describe building a container platform.
Docker/K8s,DevOps,HR,HARD,How would you lead a K8s adoption?
CI/CD,DevOps,TECHNICAL,EASY,What is CI/CD?
CI/CD,DevOps,TECHNICAL,EASY,What is Continuous Integration?
CI/CD,DevOps,TECHNICAL,EASY,What is Continuous Deployment?
CI/CD,DevOps,TECHNICAL,EASY,What is the difference between Continuous Delivery and Continuous Deployment?
CI/CD,DevOps,TECHNICAL,EASY,What is Jenkins?
CI/CD,DevOps,TECHNICAL,EASY,What is a pipeline in CI/CD?
CI/CD,DevOps,TECHNICAL,EASY,What is GitLab CI?
CI/CD,DevOps,TECHNICAL,EASY,What is GitHub Actions?
CI/CD,DevOps,TECHNICAL,EASY,What is a build artifact?
CI/CD,DevOps,TECHNICAL,EASY,What is version control?
CI/CD,DevOps,TECHNICAL,EASY,What is Git?
CI/CD,DevOps,TECHNICAL,EASY,What is a webhook?
CI/CD,DevOps,TECHNICAL,EASY,What is automated testing?
CI/CD,DevOps,TECHNICAL,EASY,What is a deployment strategy?
CI/CD,DevOps,TECHNICAL,EASY,What is rollback?
CI/CD,DevOps,TECHNICAL,MEDIUM,Explain the stages of a typical CI/CD pipeline.
CI/CD,DevOps,TECHNICAL,MEDIUM,What is the difference between declarative and scripted pipelines?
CI/CD,DevOps,TECHNICAL,MEDIUM,What are Jenkins agents and executors?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is pipeline as code?
CI/CD,DevOps,TECHNICAL,MEDIUM,What are environment variables in CI/CD?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is the difference between blue-green and canary deployment?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is feature flagging?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is artifact repository management?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is GitOps?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is ArgoCD?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is Flux?
CI/CD,DevOps,TECHNICAL,MEDIUM,What are deployment gates?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is the trunk-based development?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is build caching?
CI/CD,DevOps,TECHNICAL,MEDIUM,What are matrix builds?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is semantic versioning?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is infrastructure as code in CI/CD?
CI/CD,DevOps,TECHNICAL,MEDIUM,What are approval workflows?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is the difference between push and pull-based CD?
CI/CD,DevOps,TECHNICAL,MEDIUM,What is a deployment manifest?
CI/CD,DevOps,TECHNICAL,HARD,How would you design a multi-stage pipeline for microservices?
CI/CD,DevOps,TECHNICAL,HARD,What are the strategies for handling pipeline security?
CI/CD,DevOps,TECHNICAL,HARD,How do you implement zero-downtime deployments?
CI/CD,DevOps,TECHNICAL,HARD,What are the best practices for secret management in pipelines?
CI/CD,DevOps,TECHNICAL,HARD,How would you implement progressive delivery?
CI/CD,DevOps,TECHNICAL,HARD,What are the strategies for pipeline optimization?
CI/CD,DevOps,TECHNICAL,HARD,How do you implement compliance and audit trails?
CI/CD,DevOps,TECHNICAL,HARD,What are the strategies for handling monorepo pipelines?
CI/CD,DevOps,TECHNICAL,HARD,How would you implement multi-cloud deployments?
CI/CD,DevOps,TECHNICAL,HARD,What are the best practices for testing in pipelines?
CI/CD,DevOps,TECHNICAL,HARD,How do you implement automated rollbacks?
CI/CD,DevOps,TECHNICAL,HARD,What are the strategies for handling database migrations?
CI/CD,DevOps,TECHNICAL,HARD,How would you implement observability in pipelines?
CI/CD,DevOps,TECHNICAL,HARD,What are the best practices for pipeline as code?
CI/CD,DevOps,TECHNICAL,HARD,How do you implement dynamic environments?
CI/CD,DevOps,HR,EASY,Tell me about yourself and your CI/CD experience.
CI/CD,DevOps,HR,EASY,Why is CI/CD important in modern development?
CI/CD,DevOps,HR,EASY,What CI/CD tools have you worked with?
CI/CD,DevOps,HR,EASY,How do you stay updated with CI/CD practices?
CI/CD,DevOps,HR,EASY,Describe a CI/CD pipeline you built.
CI/CD,DevOps,HR,EASY,What challenges do you face with CI/CD?
CI/CD,DevOps,HR,EASY,What is your approach to automated testing?
CI/CD,DevOps,HR,EASY,How do you debug pipeline failures?
CI/CD,DevOps,HR,EASY,What is your experience with GitOps?
CI/CD,DevOps,HR,EASY,What motivates you in DevOps work?
CI/CD,DevOps,HR,MEDIUM,Describe a complex CI/CD system you designed.
CI/CD,DevOps,HR,MEDIUM,How do you handle pipeline security?
CI/CD,DevOps,HR,MEDIUM,Tell me about implementing deployment strategies.
CI/CD,DevOps,HR,MEDIUM,How do you approach pipeline optimization?
CI/CD,DevOps,HR,MEDIUM,Describe your experience with Jenkins or GitLab CI.
CI/CD,DevOps,HR,MEDIUM,How do you ensure pipeline reliability?
CI/CD,DevOps,HR,MEDIUM,Tell me about a pipeline failure you resolved.
CI/CD,DevOps,HR,MEDIUM,How do you manage secrets in pipelines?
CI/CD,DevOps,HR,MEDIUM,Describe implementing automated testing.
CI/CD,DevOps,HR,MEDIUM,How do you handle rollback scenarios?
CI/CD,DevOps,HR,MEDIUM,Tell me about implementing feature flags.
CI/CD,DevOps,HR,MEDIUM,How do you approach artifact management?
CI/CD,DevOps,HR,MEDIUM,Describe handling database deployments.
CI/CD,DevOps,HR,MEDIUM,How do you collaborate with development teams?
CI/CD,DevOps,HR,MEDIUM,Tell me about mentoring on CI/CD practices.
CI/CD,DevOps,HR,HARD,Describe architecting CI/CD for enterprise scale.
CI/CD,DevOps,HR,HARD,How would you migrate legacy deployment processes?
CI/CD,DevOps,HR,HARD,Tell me about resolving critical deployment failures.
CI/CD,DevOps,HR,HARD,How do you design for compliance and governance?
CI/CD,DevOps,HR,HARD,Describe implementing progressive delivery at scale.
CI/CD,DevOps,HR,HARD,How would you handle multi-region deployments?
CI/CD,DevOps,HR,HARD,Tell me about establishing CI/CD standards.
CI/CD,DevOps,HR,HARD,How do you handle change management?
CI/CD,DevOps,HR,HARD,Describe building a deployment platform.
CI/CD,DevOps,HR,HARD,How would you lead a CI/CD transformation?
Blockchain,Plus,TECHNICAL,EASY,What is blockchain technology?
Blockchain,Plus,TECHNICAL,EASY,What is a block in blockchain?
Blockchain,Plus,TECHNICAL,EASY,What is a distributed ledger?
Blockchain,Plus,TECHNICAL,EASY,What is cryptocurrency?
Blockchain,Plus,TECHNICAL,EASY,What is Bitcoin?
Blockchain,Plus,TECHNICAL,EASY,What is Ethereum?
Blockchain,Plus,TECHNICAL,EASY,What is a smart contract?
Blockchain,Plus,TECHNICAL,EASY,What is a hash function?
Blockchain,Plus,TECHNICAL,EASY,What is mining in blockchain?
Blockchain,Plus,TECHNICAL,EASY,What is a wallet in cryptocurrency?
Blockchain,Plus,TECHNICAL,EASY,What is a public key and private key?
Blockchain,Plus,TECHNICAL,EASY,What is a node in blockchain?
Blockchain,Plus,TECHNICAL,EASY,What is consensus mechanism?
Blockchain,Plus,TECHNICAL,EASY,What is decentralization?
Blockchain,Plus,TECHNICAL,EASY,What is a transaction in blockchain?
Blockchain,Plus,TECHNICAL,MEDIUM,Explain how blockchain achieves immutability.
Blockchain,Plus,TECHNICAL,MEDIUM,What is the difference between public and private blockchain?
Blockchain,Plus,TECHNICAL,MEDIUM,What is Proof of Work (PoW)?
Blockchain,Plus,TECHNICAL,MEDIUM,What is Proof of Stake (PoS)?
Blockchain,Plus,TECHNICAL,MEDIUM,What is the difference between PoW and PoS?
Blockchain,Plus,TECHNICAL,MEDIUM,What is a Merkle tree?
Blockchain,Plus,TECHNICAL,MEDIUM,What is gas in Ethereum?
Blockchain,Plus,TECHNICAL,MEDIUM,What is Solidity?
Blockchain,Plus,TECHNICAL,MEDIUM,What are ERC-20 tokens?
Blockchain,Plus,TECHNICAL,MEDIUM,What are NFTs (Non-Fungible Tokens)?
Blockchain,Plus,TECHNICAL,MEDIUM,What is DeFi (Decentralized Finance)?
Blockchain,Plus,TECHNICAL,MEDIUM,What is a DAO (Decentralized Autonomous Organization)?
Blockchain,Plus,TECHNICAL,MEDIUM,What is a fork in blockchain?
Blockchain,Plus,TECHNICAL,MEDIUM,What is the difference between hard fork and soft fork?
Blockchain,Plus,TECHNICAL,MEDIUM,What is double spending problem?
Blockchain,Plus,TECHNICAL,MEDIUM,What is the 51% attack?
Blockchain,Plus,TECHNICAL,MEDIUM,What are oracles in blockchain?
Blockchain,Plus,TECHNICAL,MEDIUM,What is Web3?
Blockchain,Plus,TECHNICAL,MEDIUM,What is IPFS?
Blockchain,Plus,TECHNICAL,MEDIUM,What are Layer 2 solutions?
Blockchain,Plus,TECHNICAL,HARD,Explain the Byzantine Generals Problem and how blockchain solves it.
Blockchain,Plus,TECHNICAL,HARD,How do different consensus algorithms compare in terms of security and scalability?
Blockchain,Plus,TECHNICAL,HARD,What are the security considerations for smart contracts?
Blockchain,Plus,TECHNICAL,HARD,How would you optimize gas costs in Ethereum?
Blockchain,Plus,TECHNICAL,HARD,What are the strategies for blockchain scalability?
Blockchain,Plus,TECHNICAL,HARD,How do cross-chain bridges work?
Blockchain,Plus,TECHNICAL,HARD,What are zero-knowledge proofs?
Blockchain,Plus,TECHNICAL,HARD,How would you implement a token standard?
Blockchain,Plus,TECHNICAL,HARD,What are the best practices for secure smart contract development?
Blockchain,Plus,TECHNICAL,HARD,How do sharding solutions work in blockchain?
Blockchain,Plus,TECHNICAL,HARD,What are the trade-offs in blockchain trilemma?
Blockchain,Plus,TECHNICAL,HARD,How would you design a DeFi protocol?
Blockchain,Plus,TECHNICAL,HARD,What are the strategies for blockchain privacy?
Blockchain,Plus,TECHNICAL,HARD,How do rollups work in Layer 2 scaling?
Blockchain,Plus,TECHNICAL,HARD,What are the best practices for blockchain governance?
Blockchain,Plus,HR,EASY,Tell me about yourself and your blockchain experience.
Blockchain,Plus,HR,EASY,Why did you choose to work with blockchain?
Blockchain,Plus,HR,EASY,What do you find most interesting about blockchain?
Blockchain,Plus,HR,EASY,How do you stay updated with blockchain technology?
Blockchain,Plus,HR,EASY,Describe a blockchain project you worked on.
Blockchain,Plus,HR,EASY,What challenges do you face with blockchain development?
Blockchain,Plus,HR,EASY,What tools and frameworks do you use?
Blockchain,Plus,HR,EASY,How do you approach learning blockchain concepts?
Blockchain,Plus,HR,EASY,What is your experience with smart contracts?
Blockchain,Plus,HR,EASY,What motivates you in blockchain work?
Blockchain,Plus,HR,MEDIUM,Describe a complex blockchain application you built.
Blockchain,Plus,HR,MEDIUM,How do you handle smart contract security?
Blockchain,Plus,HR,MEDIUM,Tell me about implementing a DeFi protocol.
Blockchain,Plus,HR,MEDIUM,How do you approach blockchain architecture design?
Blockchain,Plus,HR,MEDIUM,Describe your experience with Solidity development.
Blockchain,Plus,HR,MEDIUM,How do you ensure code quality in smart contracts?
Blockchain,Plus,HR,MEDIUM,Tell me about debugging a smart contract issue.
Blockchain,Plus,HR,MEDIUM,How do you handle gas optimization?
Blockchain,Plus,HR,MEDIUM,Describe implementing tokenomics.
Blockchain,Plus,HR,MEDIUM,How do you test smart contracts?
Blockchain,Plus,HR,MEDIUM,Tell me about working with Web3 technologies.
Blockchain,Plus,HR,MEDIUM,How do you approach blockchain scalability?
Blockchain,Plus,HR,MEDIUM,Describe handling blockchain upgrades.
Blockchain,Plus,HR,MEDIUM,How do you collaborate with blockchain teams?
Blockchain,Plus,HR,MEDIUM,Tell me about mentoring on blockchain development.
Blockchain,Plus,HR,HARD,Describe architecting a blockchain ecosystem.
Blockchain,Plus,HR,HARD,How would you design a new blockchain protocol?
Blockchain,Plus,HR,HARD,Tell me about resolving critical smart contract vulnerabilities.
Blockchain,Plus,HR,HARD,How do you design for security and decentralization?
Blockchain,Plus,HR,HARD,Describe implementing governance mechanisms.
Blockchain,Plus,HR,HARD,How would you handle regulatory compliance?
Blockchain,Plus,HR,HARD,Tell me about establishing blockchain standards.
Blockchain,Plus,HR,HARD,How do you handle tokenomics design?
Blockchain,Plus,HR,HARD,Describe building a blockchain platform.
Blockchain,Plus,HR,HARD,How would you lead a blockchain development team?
Game Development,Plus,TECHNICAL,EASY,What is game development?
Game Development,Plus,TECHNICAL,EASY,What is Unity?
Game Development,Plus,TECHNICAL,EASY,What is Unreal Engine?
Game Development,Plus,TECHNICAL,EASY,What is the difference between 2D and 3D games?
Game Development,Plus,TECHNICAL,EASY,What is a game engine?
Game Development,Plus,TECHNICAL,EASY,What is a sprite in game development?
Game Development,Plus,TECHNICAL,EASY,What is a GameObject in Unity?
Game Development,Plus,TECHNICAL,EASY,What is a Scene in Unity?
Game Development,Plus,TECHNICAL,EASY,What is a prefab?
Game Development,Plus,TECHNICAL,EASY,What is collision detection?
Game Development,Plus,TECHNICAL,EASY,What is a rigidbody?
Game Development,Plus,TECHNICAL,EASY,What is a game loop?
Game Development,Plus,TECHNICAL,EASY,What is FPS (Frames Per Second)?
Game Development,Plus,TECHNICAL,EASY,What is C# used for in Unity?
Game Development,Plus,TECHNICAL,EASY,What is physics in game development?
Game Development,Plus,TECHNICAL,MEDIUM,Explain the game development pipeline.
Game Development,Plus,TECHNICAL,MEDIUM,What is the difference between Update and FixedUpdate?
Game Development,Plus,TECHNICAL,MEDIUM,What are coroutines in Unity?
Game Development,Plus,TECHNICAL,MEDIUM,What is the component system in Unity?
Game Development,Plus,TECHNICAL,MEDIUM,What is raycasting?
