domain_id,test_type,difficulty,question_text,question_format,options,correct_option,explanation
,CODING_DSA,HARD,Which algorithm solves 2-SAT problem?,MCQ,"[""Backtracking"",""Dynamic Programming"",""SCC based algorithm"",""Greedy""]",2,2-SAT solved using SCC
,CODING_DSA,HARD,What is the time complexity of palindrome tree construction?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(n√n)""]",0,Palindrome tree (eertree) construction is O(n)
,CODING_DSA,HARD,Which data structure supports split and merge in O(log n)?,MCQ,"[""Array"",""Treap"",""Linked List"",""Stack""]",1,Treap supports split/merge efficiently
,CODING_DSA,HARD,What is the time complexity of Johnson's all pairs shortest path?,MCQ,"[""O(V³)"",""O(V² log V + VE)"",""O(VE)"",""O(V+E)""]",1,Johnson's algorithm is O(V² log V + VE)
,CODING_DSA,HARD,Which algorithm computes minimum spanning arborescence?,MCQ,"[""Prim"",""Kruskal"",""Edmonds' algorithm"",""Dijkstra""]",2,Edmonds' algorithm for directed MST
,CODING_DSA,HARD,What is the time complexity of van Emde Boas tree operations?,MCQ,"[""O(log n)"",""O(log log n)"",""O(log log M)"",""O(1)""]",2,vEB tree operations are O(log log M)
,CODING_DSA,HARD,Which algorithm finds bridges in one DFS pass?,MCQ,"[""Basic DFS"",""BFS"",""Tarjan's bridge finding"",""Kosaraju""]",2,Tarjan's algorithm finds bridges in one pass
,CODING_DSA,HARD,What is the time complexity of fractional cascading?,MCQ,"[""O(log n)"",""O(log² n)"",""O(log n + k)"",""O(n)""]",2,Fractional cascading is O(log n + k)
,CODING_DSA,HARD,Which tree supports order statistics in O(log n)?,MCQ,"[""Binary Tree"",""Augmented BST"",""B-Tree"",""Trie""]",1,Augmented BST with subtree sizes
,CODING_DSA,HARD,What is the time complexity of finding diameter of tree?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(log n)""]",0,Tree diameter can be found in O(n)
,CODING_DSA,HARD,Which algorithm solves maximum bipartite matching in O(E√V)?,MCQ,"[""Ford-Fulkerson"",""Hopcroft-Karp"",""Hungarian algorithm"",""Kuhn's algorithm""]",1,Hopcroft-Karp is O(E√V)
,CODING_DSA,HARD,What is the time complexity of persistent data structure query?,MCQ,"[""Same as non-persistent"",""O(n)"",""O(log n) extra"",""O(1)""]",0,Persistent structures maintain same query complexity
,CODING_DSA,HARD,Which algorithm finds cut vertices in graph?,MCQ,"[""BFS"",""DFS with low and discovery"",""Dijkstra"",""Floyd-Warshall""]",1,DFS with low/discovery finds cut vertices
,CODING_DSA,HARD,What is the time complexity of rope data structure split?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(√n)""]",1,Rope split operation is O(log n)
,CODING_DSA,HARD,Which algorithm computes LCA in O(1) after O(n) preprocessing?,MCQ,"[""Binary Lifting"",""RMQ reduction"",""Euler Tour with RMQ"",""Segment Tree""]",2,Euler Tour with RMQ gives O(1) LCA
